AC_NO,AC_NAME,AC_TYPE,CAND_NAME,CAND_SEX,CAND_CATEGORY,CAND_AGE,CAND_EDU,CAND_PARTY,CRIMINAL_CASE,TOTAL_ASSET,TOTAL_LIB,PAN,ITR_FILED,TOTAL_VALID_VOTES,POSITION
187,Pipalda,GEN,SURESH KUMAR MAHAWAR,M,SC,25,Post Graduate,BA S D,0,16189,0,Yes,No,1561,10
187,Pipalda,GEN,VIDHYASHANKAR NANDWANA,M,GEN,55,10th Pass,BJP,1,11221315,0,Yes,Yes,47089,1
187,Pipalda,GEN,YAMUNASHANKAR,M,GEN,37,10th Pass,BYS,0,1400000,140000,Yes,No,1649,8
133,Pokaran,GEN,KHAJOO KHAN,M,GEN,37,10th Pass,IND,0,1098500,0,Yes,No,2824,3
133,Pokaran,GEN,PEMI DEVI,F,GEN,36,Literate,IND,0,195500,0,Yes,No,1399,6
133,Pokaran,GEN,SALEH MOHAMMD,M,GEN,36,8th Pass,INC,0,6574139,1170933,Yes,Yes,50566,2
133,Pokaran,GEN,SHAITAN SINGH,M,GEN,50,Others,BJP,0,27245091,2251522,No,No,85010,1
133,Pokaran,GEN,TULCHHA RAM,M,SC,41,10th Pass,BSP,0,844067,0,Yes,Yes,1800,4
172,Pratapgarh ,ST,GANESHLAL,M,ST,41,Post Graduate,BSP,0,390000,80000,Yes,Yes,2579,5
172,Pratapgarh ,ST,KARULAL MEENA,M,ST,59,12th Pass,IND,0,2127930,231834,Yes,No,2442,6
172,Pratapgarh ,ST,NANDLAL MEENA,M,ST,66,Graduate Professional,BJP,0,21400978,194775,Yes,Yes,82452,1
172,Pratapgarh ,ST,RAMLAL MEENA,M,ST,29,Graduate,NPEP,1,4915340,300000,Yes,Yes,24020,3
172,Pratapgarh ,ST,RANGLAL MEENA,M,ST,50,8th Pass,CPI(ML)(L),0,236000,50000,No,No,2039,7
172,Pratapgarh ,ST,VELURAM MEENA,M,ST,55,Graduate,INC,0,13160253,1285110,No,Yes,50514,2
99,Pushkar,GEN,DILIP,M,GEN,31,10th Pass,BSP,0,1502562,0,Yes,No,1770,6
99,Pushkar,GEN,GOPAL MAHARAJ URF GOPAL SINGH,M,GEN,32,5th Pass,BYS,2,1005000,0,No,No,2334,5
99,Pushkar,GEN,LATIF ALI,M,GEN,41,8th Pass,AKBAP,0,171000,0,No,No,1287,7
99,Pushkar,GEN,NARAYAN SINGH,M,GEN,44,5th Pass,NPEP,0,934576,1108800,Yes,No,897,8
99,Pushkar,GEN,NASEEM AKHTAR INSAF,F,GEN,44,Graduate,INC,0,11353749,0,Yes,Yes,48723,2
99,Pushkar,GEN,PREM SINGH RATHORA,M,GEN,52,Post Graduate,IND,0,16996000,2900000,Yes,Yes,2501,4
99,Pushkar,GEN,SURESH SINGH RAWAT,M,GEN,30,Graduate,BJP,0,6891957,771374,Yes,Yes,90013,1
5,Raisingh Nagar,SC,AMAR CHAND,M,SC,33,Graduate Professional,NPEP,0,175000,0,Yes,No,1934,8
5,Raisingh Nagar,SC,BALVEER SINGH,M,SC,51,Post Graduate,BJP,0,9186015,3110000,Yes,Yes,44544,2
5,Raisingh Nagar,SC,HETRAM,M,SC,61,8th Pass,RJVP,1,1342000,130000,Yes,Yes,2036,7
5,Raisingh Nagar,SC,KESRA RAM,M,SC,62,Post Graduate,BSP,1,41822951,1750000,Yes,Yes,1758,9
5,Raisingh Nagar,SC,RAJENDER SINGH,M,SC,29,Graduate,CPI,0,506500,0,Yes,Yes,3290,5
5,Raisingh Nagar,SC,SHYOPATRAM,M,SC,35,Graduate,CPM,5,1132000,140000,Yes,No,11179,4
5,Raisingh Nagar,SC,SOHAN NAYAK,M,SC,46,Post Graduate,INC,0,8433291,1239690,Yes,Yes,44229,3
5,Raisingh Nagar,SC,SONADEVI,F,SC,26,Graduate,nuzp,0,61357,0,No,No,65782,1
80,Rajakhera,GEN,BHARAT SINGH,M,GEN,53,10th Pass,NPEP,0,2689200,0,Yes,No,298,10
80,Rajakhera,GEN,GORELAL,M,GEN,42,10th Pass,IND,0,255000,0,No,No,350,9
80,Rajakhera,GEN,NARAYAN SINGH,M,GEN,46,Post Graduate,RSMD,0,1012900,0,Yes,Yes,611,7
80,Rajakhera,GEN,PRADEEP JAIN,M,GEN,55,Graduate,IND,0,6320000,77000,Yes,No,1904,5
80,Rajakhera,GEN,PRADHYUMN SINGH,M,GEN,75,Graduate Professional,INC,0,45062264,1250000,No,No,58880,1
80,Rajakhera,GEN,RADHEYSHYAM,M,GEN,49,8th Pass,BYS,0,4043055,0,No,No,390,8
80,Rajakhera,GEN,RAJESH,M,GEN,53,Graduate,IND,0,11152000,0,Yes,Yes,791,6
80,Rajakhera,GEN,RAVEENDRA SINGH,M,GEN,42,12th Pass,SP,0,967505,0,No,No,233,11
80,Rajakhera,GEN,SOVARAN SINGH,M,GEN,47,10th Pass,BSP,3,8198615,263000,No,No,24863,3
80,Rajakhera,GEN,VIVEK SINGH BOHARA,M,GEN,45,Graduate,BJP,0,50294159,140980,Yes,Yes,32868,2
68,Rajgarh laxmangarh ,ST,CHHOTELAL MEENA,M,ST,56,Literate,IND,0,2050000,150000,Yes,Yes,498,10
68,Rajgarh laxmangarh ,ST,DHARAM SINGH,M,ST,46,10th Pass,RJNSP,0,1500000,0,No,No,489,11
68,Rajgarh laxmangarh ,ST,GOLMA,F,ST,57,Literate,NPEP,0,21356007,0,No,No,64926,1
68,Rajgarh laxmangarh ,ST,LALA RAM MEENA,M,ST,38,12th Pass,IND,0,881000,0,Yes,Yes,544,9
68,Rajgarh laxmangarh ,ST,MAGANCHAND MEENA,M,ST,38,10th Pass,BSP,0,3720000,0,Yes,Yes,2823,5
68,Rajgarh laxmangarh ,ST,MUKESH CHAND DHANKA,M,ST,45,Graduate,LJP,0,1353755,0,Yes,No,406,12
68,Rajgarh laxmangarh ,ST,NAND LAL,M,ST,42,12th Pass,JGP,0,2538000,0,No,No,193,16
68,Rajgarh laxmangarh ,ST,RAMESHWAR DAYAL MEENA,M,ST,65,Graduate,IND,0,5321000,300000,Yes,Yes,274,13
68,Rajgarh laxmangarh ,ST,RAMOTAR,M,ST,36,5th Pass,IND,0,106000,17000,Yes,Yes,243,14
68,Rajgarh laxmangarh ,ST,RAMPHOOL MEENA,M,ST,45,8th Pass,IND,0,55250,0,No,No,1405,6
68,Rajgarh laxmangarh ,ST,SHEELA,F,ST,41,Post Graduate,INC,0,12766935,3380286,Yes,Yes,9177,4
68,Rajgarh laxmangarh ,ST,SHIVRAM ,M,ST,52,10th Pass,IND,0,620000,0,Yes,Yes,224,15
68,Rajgarh laxmangarh ,ST,SUBHASH CHAND MEENA,M,ST,32,10th Pass,IND,0,69526,0,No,No,1000,7
68,Rajgarh laxmangarh ,ST,SUNITA MEENA,F,ST,35,12th Pass,BJP,0,7900325,0,Yes,Yes,17479,3
68,Rajgarh laxmangarh ,ST,SURAJBHAN DHANKA,M,ST,60,Post Graduate,SP,0,3650551,0,Yes,Yes,56798,2
175,Rajsamand,GEN,HARI SINGH RATHOR,M,GEN,60,Graduate,INC,0,95876640,5920539,No,No,53688,2
175,Rajsamand,GEN,KIRAN MAHESHWARI,F,GEN,52,Graduate,BJP,3,19152534,2143800,Yes,Yes,84263,1
175,Rajsamand,GEN,LAXMAN,M,GEN,29,5th Pass,BYS,0,427964,40000,Yes,Yes,1538,5
175,Rajsamand,GEN,NARAYAN JAWA,M,GEN,57,5th Pass,CPI,0,5873900,165149,Yes,No,1968,4
192,Ramganj mandi ,SC,BABULAL,M,SC,44,12th Pass,INC,0,12352695,6429746,No,Yes,44432,2
192,Ramganj mandi ,SC,CHANDRAKANTA MEGHWAL,F,SC,39,Post Graduate,BJP,0,47280851,6510622,Yes,Yes,81351,1
192,Ramganj mandi ,SC,GHANSHYAM,M,SC,43,12th Pass,NPEP,0,595500,0,Yes,Yes,2307,4
192,Ramganj mandi ,SC,KALU LAL,M,SC,33,5th Pass,IND,0,905000,0,No,No,509,9
192,Ramganj mandi ,SC,MANOJ KUMAR VIMAL,M,SC,35,Graduate,BSP,0,1683000,500000,Yes,Yes,1047,7
192,Ramganj mandi ,SC,PRADEEP CHOUHAN,M,SC,35,Graduate Professional,IND,0,135500,0,No,No,553,8
192,Ramganj mandi ,SC,RAJESH,M,SC,39,8th Pass,IND,0,2982775,40000,Yes,Yes,1165,6
192,Ramganj mandi ,SC,RAJMATI,F,SC,59,Post Graduate,IND,0,7321315,0,No,No,380,10
192,Ramganj mandi ,SC,RAMESHVAR,M,SC,34,8th Pass,IND,0,108000,40000,Yes,No,1764,5
67,Ramgarh,GEN,BABU LAL,M,GEN,40,12th Pass,BYS,0,311000,0,Yes,No,108,12
67,Ramgarh,GEN,DEVENDRA SINGH,M,GEN,27,10th Pass,NPEP,0,709000,0,No,Yes,1962,4
67,Ramgarh,GEN,FAJARU KHA,M,GEN,59,10th Pass,BSP,0,33840000,90000,Yes,Yes,7790,3
67,Ramgarh,GEN,GYANDEV AHUJA,M,GEN,63,12th Pass,BJP,0,11565381,375028,No,No,73842,1
67,Ramgarh,GEN,JAGMOHAN SHARMA,M,GEN,34,Post Graduate,JGP,0,1588000,0,Yes,Yes,172,10
67,Ramgarh,GEN,KAMAL SINGH,M,GEN,29,Post Graduate,IND,0,16000,0,No,No,183,9
67,Ramgarh,GEN,KESHAV,M,SC,35,8th Pass,BHBP,0,194840,0,No,No,167,11
67,Ramgarh,GEN,MAHENDRA,M,GEN,41,5th Pass,IND,0,42500,0,Yes,No,93,14
67,Ramgarh,GEN,SHIV CHARAN,M,GEN,60,10th Pass,IND,0,1350618,0,No,No,381,7
67,Ramgarh,GEN,SHYAM LAL,M,GEN,70,8th Pass,IND,0,822000,0,No,No,693,6
67,Ramgarh,GEN,VIJENDRA,M,GEN,46,Graduate,IND,0,2502692,50000,No,No,105,13
67,Ramgarh,GEN,VISHAL,M,GEN,28,Graduate,IND,0,18901,0,No,No,184,8
67,Ramgarh,GEN,ZUBAIR KHAN,M,GEN,51,Post Graduate,INC,0,62660350,7365827,Yes,No,69195,2
145,Raniwara,GEN,BABU,M,SC,46,8th Pass,IJP,0,175000,10000,Yes,Yes,2685,5
145,Raniwara,GEN,JORA RAM,M,SC,58,Literate,CPI,0,717441,0,Yes,No,3332,3
145,Raniwara,GEN,NARAYAN SINGH DEWAL,M,GEN,49,Graduate,BJP,0,70781153,2876000,Yes,No,94234,1
145,Raniwara,GEN,POPAT LAL MEGHWAL,M,SC,43,12th Pass,BSP,0,401500,70000,Yes,Yes,2683,6
145,Raniwara,GEN,PRBHU RAM,M,GEN,50,5th Pass,IND,0,1086000,500000,No,No,2376,7
145,Raniwara,GEN,RATAN,M,GEN,38,12th Pass,INC,0,10930942,2613980,Yes,Yes,61582,2
23,Ratangarh,GEN,BHANWAR LAL MEGHWAL,M,SC,27,Graduate,IND,0,557000,0,Yes,No,1159,5
23,Ratangarh,GEN,HANUMANARAM,M,SC,51,12th Pass,BSP,0,780000,0,Yes,No,2067,4
23,Ratangarh,GEN,POKAR MAL PRAJAPAT,M,GEN,60,8th Pass,IND,0,3365000,0,Yes,Yes,897,6
23,Ratangarh,GEN,PUSARAM GODARA,M,GEN,56,Graduate Professional,INC,0,8780904,1311963,Yes,Yes,62131,2
23,Ratangarh,GEN,RAJ KUMAR RINWA,M,GEN,60,Graduate,BJP,0,39226615,1968800,Yes,Yes,87289,1
148,Reodar ,GEN,AMARA RAM,M,SC,38,10th Pass,IND,0,3125000,0,Yes,Yes,10954,3
148,Reodar ,GEN,GAVARI DEVI,F,SC,39,Literate,RJVP,0,220000,0,Yes,No,2388,7
148,Reodar ,GEN,JAGASI RAM,M,SC,46,5th Pass,BJP,0,7047114,690000,Yes,Yes,78818,1
148,Reodar ,GEN,KISHOR KUMAR,M,SC,28,12th Pass,IND,0,1681400,231500,Yes,No,1374,9
148,Reodar ,GEN,LAKHMA RAM,M,SC,44,8th Pass,INC,0,3422086,70647,Yes,Yes,46574,2
148,Reodar ,GEN,MEETHA LAL,M,SC,44,10th Pass,BSP,0,958500,0,Yes,Yes,2425,6
148,Reodar ,GEN,MITTHU SINGH,M,SC,59,Post Graduate,IND,0,2015000,900000,No,Yes,2452,5
148,Reodar ,GEN,RAJENDRA,M,SC,40,8th Pass,IND,0,21000,0,No,No,1538,8
19,Sadulpur,GEN,ANWARBEG,M,GEN,50,10th Pass,JGP,0,2967000,0,Yes,No,712,8
19,Sadulpur,GEN,ASHOK KUMAR,M,GEN,39,Post Graduate,IND,0,455000,0,No,No,357,10
19,Sadulpur,GEN,BHAGATSINGH,M,GEN,60,Post Graduate,CPM,0,5111000,665000,No,No,1822,5
19,Sadulpur,GEN,HARISINGH,M,GEN,44,10th Pass,IND,0,2600000,0,No,No,4209,4
19,Sadulpur,GEN,JITENDER KUMAR,M,GEN,35,Graduate Professional,IND,0,3642015,0,Yes,Yes,641,9
19,Sadulpur,GEN,KAMLA,F,GEN,68,Graduate Professional,BJP,0,53182726,790253,Yes,No,54798,2
19,Sadulpur,GEN,KRISHNA POONIA,F,GEN,31,Graduate,INC,0,34460339,6820700,Yes,Yes,30401,3
19,Sadulpur,GEN,LICHHAMI DEVI,F,SC,60,Illiterate,RJVP,0,727000,0,No,No,107,14
19,Sadulpur,GEN,MANOJ KUMAR,M,GEN,41,Graduate Professional,BSP,0,3755448,0,Yes,No,59624,1
19,Sadulpur,GEN,NARENDRA SINGH TANWAR,M,GEN,35,Graduate Professional,IND,0,2227065,0,Yes,Yes,1175,7
19,Sadulpur,GEN,OMPRAKASH,M,SC,33,5th Pass,IND,0,375000,0,No,No,340,12
19,Sadulpur,GEN,RAJVEER,M,GEN,49,10th Pass,IND,0,1355000,0,Yes,Yes,346,11
19,Sadulpur,GEN,TEJSINGH,M,SC,64,Graduate Professional,BA S D,0,617239,0,Yes,Yes,286,13
1,Sadulshahar,GEN,DR. BRIJMOHAN SAHARAN,M,GEN,56,Post Graduate,IND,0,28614950,920000,Yes,Yes,27967,4
1,Sadulshahar,GEN,GURJANT SINGH,M,GEN,74,Literate,BJP,0,18101096,75610,No,No,47184,1
1,Sadulshahar,GEN,HETRAM BENIWAL,M,GEN,81,Post Graduate,CPM,7,14515577,1968086,Yes,Yes,12139,5
1,Sadulshahar,GEN,JAGDISH CHANDER,M,GEN,51,Post Graduate,INC,0,6392540,1421807,Yes,Yes,42376,2
1,Sadulshahar,GEN,KIRAN,F,GEN,34,Graduate Professional,nuzp,0,7083174,148921,No,No,28022,3
1,Sadulshahar,GEN,SURENDER KUMAR,M,GEN,41,Graduate Professional,IND,0,7084174,148921,Yes,No,1785,8
1,Sadulshahar,GEN,URMILA DEVI,F,SC,35,Literate,BHBP,0,909500,0,Yes,No,1415,9
1,Sadulshahar,GEN,VEENA INDORA,F,SC,35,Graduate,BSP,0,37000,0,No,No,1954,7
160,Sagwara ,ST,ANITA KATARA,F,ST,32,Post Graduate,BJP,0,4274682,435708,Yes,Yes,69065,1
160,Sagwara ,ST,DALJI,M,ST,30,Literate,BSP,0,235500,0,Yes,Yes,2433,5
160,Sagwara ,ST,MAHESH CHANDRA,M,ST,28,Graduate,IND,0,175000,0,Yes,Yes,1606,6
160,Sagwara ,ST,RAJBAHADUR,M,ST,31,Graduate Professional,NPEP,0,877000,0,Yes,Yes,3943,4
160,Sagwara ,ST,SURENDRA KUMAR,M,ST,61,Graduate,INC,0,31295573,0,Yes,Yes,68425,2
179,Sahara,GEN,DR. BALU RAM CHAUDHARY,M,GEN,55,Post Graduate,BJP,0,48621506,12163924,Yes,Yes,82470,1
179,Sahara,GEN,HIRA LAL KHAROL,M,GEN,29,12th Pass,IND,0,116000,0,Yes,Yes,2647,5
179,Sahara,GEN,JAYANTI LAL NEHRIYA,M,GEN,36,Graduate,IND,0,650500,0,Yes,Yes,730,9
179,Sahara,GEN,KAILASH  TRIVEDI,M,GEN,61,12th Pass,INC,0,10091463,0,No,No,61714,2
179,Sahara,GEN,KAILASH GEHLOT,M,GEN,52,Graduate,CPI,0,185000,0,Yes,Yes,3210,4
179,Sahara,GEN,KISHAN DAS VAISHNAV,M,GEN,32,8th Pass,SHS,0,538000,90000,Yes,Yes,474,11
179,Sahara,GEN,RAMESHWAR LAL JOSHI,M,GEN,45,10th Pass,IND,0,60000,0,No,No,2297,6
179,Sahara,GEN,ROOP LAL GADRI,M,GEN,56,Literate,BSP,0,1456000,150000,Yes,Yes,1874,7
179,Sahara,GEN,SARDAR SINGH GURJAR,M,GEN,41,Post Graduate,NCP,0,10236088,1002554,No,No,874,8
179,Sahara,GEN,SHANKER LAL JAT,M,GEN,40,8th Pass,BYS,1,1008000,52000,Yes,No,686,10
156,Salumber ,ST,AMRIT LAL,M,ST,51,Post Graduate,BJP,0,3581500,100000,No,No,91930,1
156,Salumber ,ST,ARJUN LAL MEENA,M,ST,33,Graduate,NPEP,0,1215690,0,Yes,Yes,933,8
156,Salumber ,ST,BASANTI,F,ST,48,Graduate,INC,0,25114140,3210874,Yes,Yes,55279,2
156,Salumber ,ST,GOVIND,M,ST,53,8th Pass,CPI,0,746000,5000,Yes,Yes,3246,4
156,Salumber ,ST,RUPA,M,ST,66,5th Pass,JGP,0,743929,71000,Yes,Yes,639,10
156,Salumber ,ST,SAVITA,F,ST,26,Post Graduate,SP,0,30500,0,Yes,Yes,1152,7
156,Salumber ,ST,SHANKAR,M,ST,46,8th Pass,BSP,0,1554100,0,Yes,Yes,2587,5
156,Salumber ,ST,SHANKAR LAL,M,ST,30,10th Pass,BYS,0,145900,0,Yes,No,898,9
156,Salumber ,ST,SHANKAR LAL MEENA,M,ST,36,5th Pass,CPI(ML)(L),1,996700,0,Yes,Yes,1169,6
144,Sanchore,GEN,AJAY KUMAR,M,GEN,36,8th Pass,BSP,0,745000,0,Yes,No,3226,4
144,Sanchore,GEN,JEEVA RAM,M,GEN,57,8th Pass,BJP,0,103729921,39600000,No,No,79608,2
144,Sanchore,GEN,MOBTA RAM BISHNOI,M,GEN,67,8th Pass,NPEP,0,3825000,180000,Yes,Yes,2256,7
144,Sanchore,GEN,PURA RAM,M,GEN,31,Literate,JGP,0,495000,10000,Yes,No,3259,3
144,Sanchore,GEN,SAWAI SINGH,M,GEN,29,Graduate,BYS,0,136500,0,No,No,2794,5
144,Sanchore,GEN,SUKHRAM VISHNOI,M,GEN,62,Graduate Professional,INC,2,7716100,270000,Yes,Yes,103663,1
55,Sanganer,GEN,BHAGIRATH PILANIA,M,GEN,42,Post Graduate,IPGP,0,728269,0,Yes,No,102,17
55,Sanganer,GEN,GHANSHYAM TIWARI,M,GEN,67,Graduate Professional,BJP,0,45301535,7193377,Yes,Yes,112465,1
55,Sanganer,GEN,PRATAP SINGH SAINI,M,GEN,34,12th Pass,BRSP,0,71000,0,Yes,No,140,16
55,Sanganer,GEN,RAMESH CHAND,M,GEN,52,Post Graduate,SP,0,4307500,255000,No,No,277,12
55,Sanganer,GEN,SANJAY BAPNA,M,GEN,50,Post Graduate,INC,1,18705629,93345,Yes,Yes,47115,2
55,Sanganer,GEN,SHANKAR LAL SAINI,M,GEN,35,10th Pass,BNNP,0,3949900,2450000,Yes,No,225,13
55,Sanganer,GEN,SHANKAR LAL SHARMA,M,GEN,31,Literate,RJVP,1,7291000,535000,Yes,No,296,11
55,Sanganer,GEN,SHIV SHANKAR SINGH GELHOT,M,GEN,57,12th Pass,JD(U),0,2404900,0,Yes,Yes,185,14
7,Sangaria,GEN,BANSHILAL SHARMA,M,GEN,58,8th Pass,JGP,0,1071016,250000,Yes,No,610,12
7,Sangaria,GEN,BIMLA DEVI,F,GEN,56,Literate,nuzp,1,27620835314,2176639415,No,No,18067,4
7,Sangaria,GEN,DHARMPAL,M,GEN,66,Literate,RJVP,0,1117803,0,No,No,938,9
7,Sangaria,GEN,GURDEEP SINGH,M,GEN,51,Literate,IND,1,65857856,5820808,No,No,40994,3
7,Sangaria,GEN,JAGJEET SINGH,M,GEN,31,Graduate Professional,CPM,3,826675,0,No,No,3111,6
7,Sangaria,GEN,KRISHAN KADVA,M,GEN,51,Graduate,BJP,0,91609215,5760215,No,No,55635,1
7,Sangaria,GEN,LAXMAN SANKHALA,M,GEN,59,Graduate Professional,BSP,0,6384159,210000,Yes,Yes,4139,5
7,Sangaria,GEN,RAJENDER KUMAR,M,GEN,47,Post Graduate,NPEP,0,8774804,771000,No,No,2257,8
7,Sangaria,GEN,SANGEETA,F,GEN,29,Post Graduate,IND,0,1650200,0,Yes,Yes,860,10
7,Sangaria,GEN,SHABNAM,F,GEN,40,10th Pass,INC,0,30583769,2519800,Yes,Yes,44034,2
7,Sangaria,GEN,SHYOPAT RAM,M,GEN,35,10th Pass,BhSMP,0,595000,0,Yes,Yes,767,11
188,Sangod,GEN,BHARAT SINGH KUNDANPUR,M,GEN,63,Graduate,INC,0,28875877,0,No,No,51263,2
188,Sangod,GEN,HEERALAL NAGAR,M,GEN,53,Graduate,BJP,3,66258805,14309485,Yes,Yes,70495,1
188,Sangod,GEN,LALSINGH MARAN,M,ST,35,Post Graduate,IND,1,1970000,0,No,No,811,6
188,Sangod,GEN,PURUSHOTTAM,M,ST,56,10th Pass,NPEP,0,5126036,1049648,Yes,No,4598,3
188,Sangod,GEN,RAMDAYAL,M,SC,41,10th Pass,BSP,0,845500,150000,No,No,1524,5
188,Sangod,GEN,SATYA PRAKASH,M,GEN,48,12th Pass,IND,0,2135000,0,Yes,Yes,685,7
84,Sapotra ,ST,JALDHARI,M,ST,45,8th Pass,BSP,0,8427000,500000,Yes,Yes,9079,4
84,Sapotra ,ST,RAMESH,M,ST,50,Graduate Professional,INC,0,21110000,2287049,Yes,Yes,52555,1
84,Sapotra ,ST,RAMESH CHAND BHEEL,M,ST,39,10th Pass,SP,0,282000,0,No,No,609,9
84,Sapotra ,ST,RANI MEENA,F,ST,39,Post Graduate,BA S D,0,21183000,3522000,Yes,Yes,2617,6
84,Sapotra ,ST,RANJEET MEENA,M,ST,44,Graduate,BYS,0,511000,0,Yes,No,1854,7
84,Sapotra ,ST,RISHIKESH,M,ST,62,8th Pass,BJP,0,3145200,0,Yes,No,46323,2
84,Sapotra ,ST,ROOP SINGH,M,ST,42,8th Pass,IPGP,0,60000,0,No,No,1564,8
84,Sapotra ,ST,VIJAYLAXMI MEENA,F,ST,28,Graduate,NPEP,0,6154000,800000,Yes,Yes,23447,3
127,Sardarpura,GEN,ASHOK GEHLOT,M,GEN,62,Post Graduate,INC,0,16989572,0,Yes,Yes,77835,1
127,Sardarpura,GEN,BALVEER SINGH GEHLOT,M,GEN,50,Graduate Professional,IND,0,74525000,0,Yes,No,130,11
127,Sardarpura,GEN,DANVEER SINGH BHATI,M,GEN,40,Graduate Professional,IND,0,2444258,0,No,No,210,9
127,Sardarpura,GEN,GANPAT,M,ST,41,8th Pass,RJVP,0,211100,0,Yes,Yes,502,4
127,Sardarpura,GEN,JAHID HASAN,M,GEN,44,5th Pass,IND,0,360000,0,No,No,124,12
127,Sardarpura,GEN,OM PRAKASH BHATI (MEGHWAL),M,SC,34,Post Graduate,IND,0,125094,0,Yes,No,198,10
127,Sardarpura,GEN,PRADEEP SINGH,M,GEN,37,10th Pass,BSP,0,5332589,238125,Yes,Yes,453,6
127,Sardarpura,GEN,PRAKASH JOSHI,M,GEN,56,10th Pass,NCP,0,2176000,0,Yes,No,480,5
127,Sardarpura,GEN,RAM DAYAL JAKHAR,M,GEN,32,12th Pass,IND,0,1249000,0,Yes,Yes,226,8
127,Sardarpura,GEN,SAMBHU SINGH KHETASAR,M,GEN,63,Graduate,BJP,0,169067135,29908787,Yes,Yes,59357,2
127,Sardarpura,GEN,SHRAWAN RAM SEN,M,GEN,25,10th Pass,JGP,0,2595000,0,Yes,No,332,7
21,Sardarshahar,GEN,ASHOK KUMAR,M,GEN,53,Graduate,BJP,0,8832862,774000,Yes,Yes,79675,2
21,Sardarshahar,GEN,BHANWARLAL,M,GEN,73,10th Pass,INC,0,49646401,1315811,No,No,86732,1
21,Sardarshahar,GEN,CHHAGAN LAL,M,GEN,53,Graduate,CPM,0,14416013,214718,No,No,2926,4
21,Sardarshahar,GEN,GOVIND SINGH,M,GEN,38,12th Pass,BSP,0,2031000,20000,Yes,Yes,1985,7
21,Sardarshahar,GEN,RANVEER SINGH,M,SC,31,Graduate,BA S D,0,65000,0,No,No,2085,6
92,Sawai madhopur,GEN,AJAY SHARMA,M,GEN,38,12th Pass,BhJD,0,230419,1419,No,No,1576,5
92,Sawai madhopur,GEN,ASHOK BAIRWA,M,SC,30,12th Pass,BHBP,0,45000,0,No,No,512,10
92,Sawai madhopur,GEN,ASHOK KUMAR SAHU,M,GEN,31,Graduate Professional,IND,0,443005,0,Yes,Yes,295,13
92,Sawai madhopur,GEN,CHETAN KUMAR RANA,M,SC,31,10th Pass,IND,0,50000,50000,No,No,375,12
92,Sawai madhopur,GEN,DANISH ABRAR,M,GEN,29,Graduate,INC,0,56324501,29768141,Yes,Yes,39187,3
92,Sawai madhopur,GEN,DINESH,M,SC,25,Graduate Professional,CPI,0,1220000,0,Yes,Yes,1163,7
92,Sawai madhopur,GEN,DR. KIRODILAL,M,ST,62,Graduate,NPEP,0,257016,35000,Yes,Yes,49852,2
92,Sawai madhopur,GEN,HARI PRASAD YOGI,M,GEN,44,Graduate Professional,BSP,1,21356007,0,Yes,Yes,984,8
92,Sawai madhopur,GEN,RAJKUMARI DIYAKUMARI,F,GEN,43,Others,BJP,0,96460474,2400503,Yes,Yes,57384,1
92,Sawai madhopur,GEN,RAMAVTAR SAINI,M,GEN,33,10th Pass,IND,0,3000,0,No,No,464,11
92,Sawai madhopur,GEN,RAMAWTAR NAMA,M,GEN,47,12th Pass,IND,0,785061,0,Yes,Yes,1532,6
92,Sawai madhopur,GEN,RAMPRAKASH GURJAR,M,GEN,41,12th Pass,BYS,0,15000,0,No,No,597,9
42,Shahpura,GEN,ALOK BENIWAL,M,GEN,52,12th Pass,INC,0,25102218,3521473,Yes,Yes,54624,2
181,Shahpura,SC,CHHAGANLAL REGAR,M,SC,34,10th Pass,NPEP,0,1060671,0,Yes,Yes,1496,5
42,Shahpura,GEN,DEEPENDRA SINGH NARUKA,M,GEN,31,Post Graduate,JGP,0,141100,0,Yes,Yes,343,8
181,Shahpura,SC,KAILASH CHANDRA MEGHWAL,M,SC,79,Post Graduate,BJP,0,30917841,0,Yes,Yes,93953,1
42,Shahpura,GEN,MANISH YADAV,M,GEN,25,Post Graduate,IND,5,81083,0,Yes,No,23654,3
181,Shahpura,SC,MUKESH KHATIK,M,SC,26,8th Pass,BYS,0,722059,0,Yes,No,916,7
42,Shahpura,GEN,NARESH YADAV,M,GEN,32,Graduate,SP,0,13186058,333705,Yes,No,513,7
181,Shahpura,SC,PEMARAM BAIRWA,M,SC,68,Literate,LJP,0,845000,0,Yes,Yes,449,8
181,Shahpura,SC,RAJKUMAR BAIRWA,M,SC,49,NA,INC,NA,NA,NA,NA,NA,50287,2
181,Shahpura,SC,RAMCHANDRA BAIRWA,M,SC,63,Literate,BSP,0,14357725,150000,No,No,1379,6
181,Shahpura,SC,RAMDEV,M,SC,39,8th Pass,IND,0,3111135,965000,Yes,Yes,2273,4
42,Shahpura,GEN,RAO RAJENDRA SINGH,M,GEN,55,Graduate,BJP,0,235493014,3700000,Yes,Yes,57021,1
42,Shahpura,GEN,SANWAR LAL SHARMA,M,GEN,59,Graduate Professional,BSP,0,5926508,0,Yes,No,876,5
42,Shahpura,GEN,SHRAWAN GHOSLYA,M,GEN,37,Graduate,BA S D,0,3256000,700000,Yes,Yes,826,6
134,Sheo,GEN,AMEEN KHAN,M,GEN,73,Literate,INC,0,3587203,448000,No,No,69509,2
134,Sheo,GEN,DAMARAM,M,SC,40,Graduate,BNNP,0,325500,0,No,No,563,8
