AC_NO,AC_NAME,AC_TYPE,CAND_NAME,CAND_SEX,CAND_CATEGORY,CAND_AGE,CAND_EDU,CAND_PARTY,CRIMINAL_CASE,TOTAL_ASSET,TOTAL_LIB,PAN,ITR_FILED,TOTAL_VALID_VOTES,POSITION
135,Barmer,GEN,DR. MRADU REKHA CHOUDHARY,F,GEN,44,Doctorate,IND,1,10761000,190000,Yes,Yes,19518,3
135,Barmer,GEN,DR. PRIYANKA CHOWDHARY,F,GEN,40,Post Graduate,BJP,0,25286464,0,No,No,58042,2
135,Barmer,GEN,HARISH CHANDAK,M,GEN,43,10th Pass,IND,0,5116000,40000,Yes,Yes,1412,10
135,Barmer,GEN,HUKMICHAND LOONIYA,M,GEN,44,8th Pass,SHS,0,744215,215000,Yes,Yes,443,14
135,Barmer,GEN,LAL CHAND GODARA,M,GEN,33,12th Pass,JGP,2,1838339,0,Yes,Yes,684,12
135,Barmer,GEN,MADAN MOHAN,M,SC,37,10th Pass,BYS,0,391798,92963,Yes,Yes,2249,6
135,Barmer,GEN,MEWARAM JAIN,M,GEN,60,10th Pass,INC,0,38905590,0,Yes,No,63955,1
135,Barmer,GEN,NANAK DAS DHARIWAL,M,GEN,64,Post Graduate,CPI,0,9153401,0,Yes,Yes,1557,9
135,Barmer,GEN,SHANKERLAL,M,SC,38,Literate,IND,0,209000,0,Yes,Yes,2279,5
135,Barmer,GEN,SHAPHI MOHAMMAD,M,GEN,54,5th Pass,IND,0,1031156,10000,Yes,Yes,2221,7
77,Baseri ,SC,CHHITARIA,M,SC,62,Post Graduate,NPEP,0,5211375,55000,Yes,Yes,32930,2
77,Baseri ,SC,HAJARI LAL,M,SC,38,12th Pass,JGP,0,455500,0,No,No,844,7
77,Baseri ,SC,MOHAN SINGH,M,SC,40,Literate,IPGP,0,2502500,0,Yes,Yes,220,13
77,Baseri ,SC,OM PRAKASH,M,SC,44,8th Pass,INC,0,7969284,0,Yes,No,19832,3
77,Baseri ,SC,POP SINGH,M,SC,40,Graduate,BYS,0,2063575,80000,Yes,Yes,694,9
77,Baseri ,SC,RAM PAL,M,SC,39,8th Pass,BA S D,0,6372500,0,Yes,Yes,449,11
77,Baseri ,SC,RAMJI LAL,M,SC,56,Graduate Professional,BSP,0,501000,0,Yes,Yes,4471,4
77,Baseri ,SC,RANI SILAUTIA,F,SC,42,Post Graduate,BJP,0,6226398,0,Yes,Yes,38678,1
77,Baseri ,SC,SHIVLAL,M,SC,52,5th Pass,BHBP,0,1896000,0,No,No,329,12
77,Baseri ,SC,SHREEKRISHNA,M,SC,40,10th Pass,nuzp,0,1060000,0,No,No,628,10
77,Baseri ,SC,SHRILAL KHARE,M,SC,54,Literate,SP,0,163300,0,Yes,Yes,698,8
57,Bassi ,ST,ANJU DEVI DHANKA,F,ST,37,Graduate,IND,0,2550000,0,Yes,Yes,48095,1
57,Bassi ,ST,AVANTI MEENA,F,ST,29,Post Graduate,NPEP,0,2100000,0,Yes,Yes,36756,2
57,Bassi ,ST,BHARAT HOTLA,M,ST,33,5th Pass,IND,0,2623000,0,Yes,Yes,2482,5
57,Bassi ,ST,DINESH KUMAR MEENA,M,ST,33,12th Pass,BSP,1,1492000,0,Yes,No,611,11
57,Bassi ,ST,HARI SINGH VARMA,M,ST,45,12th Pass,IND,0,4312000,1160000,Yes,Yes,1292,8
57,Bassi ,ST,KANHAIYA LAL,M,ST,60,Graduate,BJP,0,37705950,490000,No,No,17818,4
57,Bassi ,ST,LADU RAM HOTLA,M,ST,63,Literate,IND,0,1781475,0,No,No,2363,6
57,Bassi ,ST,LAXMAN MEENA,M,ST,62,Post Graduate,INC,0,82632027,540000,Yes,Yes,29703,3
57,Bassi ,ST,MAN SINGH MEENA,M,ST,39,8th Pass,IND,2,2985847,450000,Yes,No,378,12
57,Bassi ,ST,RAM CHANDER MEENA,M,ST,31,10th Pass,IND,0,7336415,0,Yes,Yes,1125,9
57,Bassi ,ST,RAMESH KUMAR HOTLA,M,ST,50,10th Pass,IND,0,1487500,0,Yes,Yes,372,13
57,Bassi ,ST,SURESH CHAND DHANKA,M,ST,46,12th Pass,IND,0,510500,75000,Yes,Yes,709,10
76,Bayana,SC,BACHCHU SINGH,M,SC,39,8th Pass,BJP,0,16129489,0,Yes,Yes,43868,1
76,Bayana,SC,BHAGVANSINGH,M,SC,59,5th Pass,SP,0,1170069,450000,No,No,653,9
76,Bayana,SC,MUNNI DEVI,F,SC,47,8th Pass,BSP,0,45062500,10000000,Yes,Yes,21005,4
76,Bayana,SC,NARESH,M,SC,48,12th Pass,IND,0,1064900,45000,Yes,Yes,1440,6
76,Bayana,SC,NIRBHAY LAL,M,SC,63,8th Pass,INC,0,4690738,800000,Yes,No,33748,3
76,Bayana,SC,RAMNIWAS,M,SC,56,12th Pass,RJVP,0,2259000,118000,No,No,380,10
76,Bayana,SC,RAMRATAN,M,SC,57,5th Pass,BYS,0,816200,0,Yes,Yes,703,8
76,Bayana,SC,RAVINDRA KUMAR,M,SC,25,Graduate,IND,0,58000,0,Yes,No,872,7
76,Bayana,SC,RITU BANAVAT,F,SC,29,Post Graduate,IND,0,6419309,1680000,Yes,No,38057,2
76,Bayana,SC,YADRAM,M,SC,50,8th Pass,BHBP,0,201000,0,Yes,Yes,278,11
136,Baytoo,GEN,COLONEL SONA RAM,M,GEN,72,Graduate Professional,INC,1,174200615,5018681,Yes,Yes,59123,2
136,Baytoo,GEN,HEERA-RAM,M,GEN,33,Literate,BA S D,0,677000,0,Yes,Yes,1395,7
136,Baytoo,GEN,KAILASH CHOUDHARY,M,GEN,40,Graduate,BJP,5,1750000,0,Yes,No,73097,1
136,Baytoo,GEN,NARAYAN RAM,M,GEN,39,10th Pass,JGP,0,625519,90000,Yes,Yes,1926,6
136,Baytoo,GEN,RAHAMTULLAH KHAN,M,GEN,43,8th Pass,BYS,0,884287,0,No,No,2379,5
136,Baytoo,GEN,SHIVA RAM,M,SC,36,8th Pass,BSP,0,945000,0,Yes,No,3499,3
103,Beawar,GEN,CHIMMAN LAL,M,SC,57,8th Pass,BSP,1,535300,68050,Yes,Yes,581,8
103,Beawar,GEN,DEVI SHANKAR,M,GEN,53,Post Graduate,IND,0,11987177,5976042,No,Yes,7129,4
103,Beawar,GEN,MANOJ CHAUHAN,M,GEN,38,Post Graduate,INC,0,1852078,0,Yes,Yes,37665,2
103,Beawar,GEN,OMPRAKASH,M,GEN,57,8th Pass,CPI,0,1245000,0,Yes,Yes,2160,6
103,Beawar,GEN,PAPPU,M,GEN,47,Literate,IND,0,1004600,19400,No,Yes,12390,3
103,Beawar,GEN,SHANKAR SINGH,M,GEN,58,10th Pass,BJP,0,13135216,2273762,Yes,Yes,80574,1
103,Beawar,GEN,TEJMAL JAIN,M,GEN,33,12th Pass,IND,0,99144,2500000,Yes,No,1557,7
168,Begun,GEN,BHAWANI SHANKAR,M,GEN,39,Literate,IND,0,148016,0,No,No,3185,7
168,Begun,GEN,JITENDRA SINGH RATHORE,M,GEN,50,12th Pass,IND,0,31057250,16739602,No,No,19837,3
168,Begun,GEN,LAXMAN LAL AHEER,M,GEN,41,8th Pass,SP,0,15000,0,Yes,No,413,14
168,Begun,GEN,MAMATA BAI,F,GEN,53,5th Pass,NPEP,0,7441207,0,Yes,No,3650,6
168,Begun,GEN,MEETHALAL,M,GEN,75,10th Pass,BYS,0,876918283,34882526,Yes,Yes,677,11
168,Begun,GEN,OM PRAKASH VASHNAV,M,GEN,40,8th Pass,IND,0,1302518,0,Yes,Yes,998,10
168,Begun,GEN,PRABHULAL MEHAR,M,SC,60,10th Pass,BSP,0,4442200,111000,Yes,Yes,1008,9
168,Begun,GEN,PRAKASH CHANDRA DHAKER,M,GEN,29,8th Pass,CPI,0,122000,0,No,No,2737,8
168,Begun,GEN,R.C. PANCHOLI,M,GEN,62,Graduate,IND,2,23011569,0,No,No,444,13
168,Begun,GEN,RAJENDRA SINGH BIDHURI,M,GEN,52,Graduate Professional,INC,0,10328896,300000,Yes,Yes,63378,2
168,Begun,GEN,SURESH DHAKER,M,GEN,35,Post Graduate,BJP,1,19303296,8976460,Yes,Yes,84676,1
168,Begun,GEN,SURESH KUMAR SHARMA,M,GEN,27,Graduate,IND,0,18000,0,No,No,4339,4
168,Begun,GEN,VIJENDRA JOSHI,M,GEN,28,10th Pass,JGP,0,901000,0,No,No,617,12
62,Behror,GEN,BALJEET SINGH YADAV,M,GEN,38,Literate,IND,2,12361519,0,Yes,No,826,8
62,Behror,GEN,BALJEET YADAV (BATKHANI),M,GEN,39,Literate,IND,0,40000,0,No,No,35250,2
62,Behror,GEN,DHONKAL RAM,M,GEN,62,8th Pass,IND,0,1162500,0,Yes,No,526,11
62,Behror,GEN,DR. JASWANT SINGH YADAV,M,GEN,60,5th Pass,BJP,0,344295,0,No,No,53835,1
62,Behror,GEN,DR. RAM CHANDRA YADAV,M,GEN,59,10th Pass,IND,0,17520058,1100000,Yes,No,33022,3
62,Behror,GEN,GOKAL CHAND,M,GEN,58,Graduate Professional,IND,0,40665000,559349,Yes,No,562,10
62,Behror,GEN,JAGDISH,M,GEN,52,Post Graduate,BSP,0,24089000,2500000,No,No,1276,5
62,Behror,GEN,LAKHMEE CHAND YADAV,M,GEN,57,Graduate Professional,IND,0,9057947,0,Yes,Yes,1267,6
62,Behror,GEN,MAHENDAR SINGH YADAV,M,GEN,49,Graduate,SP,0,4038200,0,Yes,No,464,12
62,Behror,GEN,NARESH YOGI,M,GEN,41,Post Graduate,JGP,0,47951518,1392332,Yes,Yes,418,13
62,Behror,GEN,RAMAVATAR SHARMA,M,GEN,48,12th Pass,IND,0,1479453,0,Yes,Yes,392,14
62,Behror,GEN,SHYAM LAL RATHI,M,GEN,62,8th Pass,IND,0,221500,0,No,Yes,1193,7
62,Behror,GEN,SITARAM YADAV,M,GEN,57,10th Pass,INC,1,66968887,0,No,No,13024,4
62,Behror,GEN,SUDHEER KUMAR YADAV,M,GEN,31,Post Graduate,IPGP,0,402000,0,No,No,148,16
62,Behror,GEN,VIVEK KUMAR,M,SC,25,Graduate Professional,IND,0,33000,0,Yes,No,294,15
11,Bhadra,GEN,BALWAN SINGH POONIA,M,GEN,36,Graduate Professional,CPM,6,2134261,318550,Yes,Yes,38552,2
11,Bhadra,GEN,BHAN SINGH,M,GEN,51,10th Pass,BhSMP,0,211922,0,No,No,582,16
11,Bhadra,GEN,GYAN SINGH,M,GEN,71,Post Graduate,IND,0,194021536,1000000,Yes,Yes,835,12
11,Bhadra,GEN,HAZY DAUD,M,GEN,56,Literate,IND,0,316458745,0,No,No,16720,4
11,Bhadra,GEN,JAIDEEP,M,GEN,50,Graduate,INC,0,13206322,602500,Yes,Yes,11680,5
11,Bhadra,GEN,LILURAM,M,GEN,48,Literate,IND,0,215000,0,Yes,No,848,11
11,Bhadra,GEN,MASUD,M,GEN,46,Graduate,NLP,0,1982000,0,Yes,Yes,255,19
11,Bhadra,GEN,PARTAP SINGH,M,GEN,69,5th Pass,RLD,0,4152000,0,Yes,No,626,14
11,Bhadra,GEN,PRADEEP KUMAR,M,GEN,38,12th Pass,JGP,0,778306,0,Yes,Yes,421,17
11,Bhadra,GEN,RAMPAL,M,SC,49,12th Pass,BNNP,0,681000,0,Yes,No,601,15
11,Bhadra,GEN,SANDEEP,M,GEN,44,12th Pass,IND,0,815384,0,No,No,5653,6
11,Bhadra,GEN,SANJEEV KUMAR,M,GEN,47,Post Graduate,BJP,0,43150951,675000,Yes,No,65040,1
11,Bhadra,GEN,SARITA CHOUDHARY,F,GEN,41,Graduate,IND,0,6377814,6000000,Yes,Yes,3666,7
11,Bhadra,GEN,SATAVIR DHAYAL,M,GEN,31,12th Pass,nuzp,6,332000,0,Yes,Yes,904,9
11,Bhadra,GEN,SATVEER SINGH,M,GEN,45,Graduate,NPEP,1,2233115,300000,Yes,Yes,676,13
11,Bhadra,GEN,SHER SINGH,M,SC,44,Literate,BHBP,0,1475500,0,Yes,Yes,284,18
11,Bhadra,GEN,SUKHDEV SINGH SHEKHAWAT,M,GEN,40,8th Pass,BSP,1,900001,0,Yes,Yes,33666,3
11,Bhadra,GEN,SURYA PRAKASH,M,GEN,44,Graduate,IND,0,5033683,646000,No,No,1668,8
11,Bhadra,GEN,VIJENDER SINGH,M,GEN,58,8th Pass,RJVP,0,4703500,1050000,No,No,212,20
73,Bharatpur,GEN,ANIL,M,SC,46,10th Pass,IND,0,285239,0,Yes,No,444,13
73,Bharatpur,GEN,ANITA,F,GEN,43,Literate,JGP,0,1622000,0,Yes,Yes,598,10
73,Bharatpur,GEN,DALVEER SINGH,M,GEN,36,8th Pass,BSP,0,44969313,1866182,Yes,Yes,34821,2
73,Bharatpur,GEN,DEVENDRA,M,ST,30,Graduate,IND,0,240000,0,Yes,Yes,305,14
73,Bharatpur,GEN,GIRDHARI TIWARI (NETAJI),M,GEN,57,Post Graduate,IND,1,1521625,0,Yes,Yes,32185,3
73,Bharatpur,GEN,JITENDRA,M,GEN,32,Graduate,NPEP,0,9857350,0,No,No,218,15
73,Bharatpur,GEN,KHEM CHAND,M,GEN,61,10th Pass,BYS,0,16950000,0,Yes,Yes,176,16
73,Bharatpur,GEN,LAKHAN SINGH,M,GEN,44,10th Pass,IND,0,939746,45000,Yes,No,903,9
73,Bharatpur,GEN,MAHENDRA TIWARI,M,GEN,62,10th Pass,INC,0,50220236,4942709,Yes,Yes,14616,4
73,Bharatpur,GEN,MANOJ DIXIT (MALOUNI),M,GEN,36,Graduate,IND,0,3761833,200000,Yes,No,557,12
73,Bharatpur,GEN,RAGHVENDRA SINGH,M,GEN,37,Literate,IND,0,200000,0,No,No,1607,5
73,Bharatpur,GEN,SANJAY KASHMIRIYA,M,GEN,35,12th Pass,IND,0,257000,0,Yes,Yes,1198,6
73,Bharatpur,GEN,SHISHIR KUMAR (GIRDHAR PANDIT),M,GEN,57,Graduate Professional,SP,0,15951184,175191,Yes,Yes,916,8
73,Bharatpur,GEN,UMMED SINGH,M,GEN,60,Post Graduate,NCP,0,4799500,370000,Yes,No,558,11
73,Bharatpur,GEN,VIJAY BANSAL (PAPPU BANDA),M,GEN,55,12th Pass,BJP,1,20995460,0,No,No,57515,1
180,Bhilwara,GEN,BANSHI LAL,M,GEN,47,12th Pass,BYS,0,6338325,2218700,Yes,Yes,589,5
180,Bhilwara,GEN,MOINUDEEIN BISAYATI,M,GEN,43,8th Pass,IUML,0,63000,0,No,No,192,8
180,Bhilwara,GEN,NAVEEN JOSHI,M,GEN,34,10th Pass,IND,1,3426385,300000,Yes,No,311,7
180,Bhilwara,GEN,RAM NIWAS JAGETIYA,M,GEN,45,12th Pass,JGP,0,8380000,4800000,No,No,399,6
180,Bhilwara,GEN,RAMPAL SONI,M,GEN,67,Others,INC,0,343830317,29003247,Yes,Yes,45466,2
180,Bhilwara,GEN,SHIV PRASAD SHARMA,M,GEN,58,Post Graduate,NPEP,0,6609849,1627162,Yes,No,184,9
180,Bhilwara,GEN,SUKHMAL CHOUDHARY,M,GEN,57,Post Graduate,IND,0,405800,0,Yes,Yes,790,4
180,Bhilwara,GEN,VITTHAL SHANKAR AVASTHI,M,GEN,53,Graduate,BJP,0,7947011,767208,No,No,91582,1
173,Bhim ,GEN,AJMAL SINGH RAWAT,M,GEN,31,12th Pass,NPEP,0,727000,0,Yes,No,1509,7
173,Bhim ,GEN,DEVI  LAL  NAGODA,M,SC,41,Graduate,BSP,0,1147500,0,Yes,Yes,1386,8
173,Bhim ,GEN,GOPAL SINGH,M,GEN,37,Post Graduate,IND,0,1783476,800000,Yes,Yes,757,12
173,Bhim ,GEN,GOPAL SINGH RAWAT P.T.I.,M,GEN,49,12th Pass,INC,0,5799000,0,Yes,Yes,7326,3
173,Bhim ,GEN,GOPALSINGH RAWAT,M,GEN,52,8th Pass,NCP,0,1707000,0,Yes,No,1007,11
173,Bhim ,GEN,HARI SINGH RAWAT (JALAM SINGH),M,GEN,48,10th Pass,CPI,0,45685909,434663,Yes,No,1182,9
173,Bhim ,GEN,HARI SINGH RAWAT (PANNA SINGH),M,GEN,58,8th Pass,BJP,0,300367,0,No,No,62550,1
173,Bhim ,GEN,KAILASH CHANDRA POKHARNA,M,GEN,49,10th Pass,IND,0,15807749,0,Yes,Yes,1082,10
173,Bhim ,GEN,KHIMA RAM SALVI,M,SC,42,8th Pass,IND,0,1535000,85000,No,Yes,555,13
173,Bhim ,GEN,LAKSHMAN SINGH RAWAT (FATEH SING),M,GEN,67,Literate,IND,0,88489,0,Yes,Yes,44099,2
173,Bhim ,GEN,LAXMAN SINGH RAWAT (DUD SINGH RAWAT),M,GEN,43,Post Graduate,IND,0,14019979,0,Yes,Yes,1921,6
173,Bhim ,GEN,MOHAN SINGH,M,GEN,62,Not Given,JGP,0,244134,200000,Yes,Yes,439,14
173,Bhim ,GEN,SURESH KUMAR  DERASARIA,M,GEN,55,Graduate,IND,0,32700237,990000,Yes,Yes,2017,5
143,Bhinmal,GEN,CHAGANA RAM BAGARI,M,SC,50,8th Pass,IND,0,7000,0,No,No,390,12
143,Bhinmal,GEN,DEVI SINGH GHASERI,M,GEN,43,Graduate,IND,0,1400900,0,Yes,Yes,419,11
143,Bhinmal,GEN,KRISHAN KUMAR RAJPUROHIT,M,GEN,26,8th Pass,IND,2,107512,0,No,No,532,8
143,Bhinmal,GEN,LABU,M,GEN,32,8th Pass,IND,0,250000,0,Yes,Yes,1271,6
143,Bhinmal,GEN,MOOL CHAND,M,GEN,58,8th Pass,IND,0,29250000,0,Yes,Yes,908,7
143,Bhinmal,GEN,MUKESH SUNDESHA,M,GEN,30,Graduate,NPEP,0,530000,0,No,No,179,15
143,Bhinmal,GEN,PEER SINGH,M,GEN,52,12th Pass,IND,1,3261500,200000,No,No,471,9
143,Bhinmal,GEN,POORA RAM CHOUDHARY,M,GEN,58,5th Pass,BJP,1,69445265,1437660,Yes,Yes,93141,1
143,Bhinmal,GEN,PURA RAM,M,GEN,33,Literate,SHS,0,2309588,526433,Yes,No,371,13
143,Bhinmal,GEN,SAMELARAM,M,SC,34,8th Pass,BSP,0,670500,0,Yes,No,2356,5
143,Bhinmal,GEN,SHER KHAN,M,GEN,45,12th Pass,IND,0,2021000,0,Yes,Yes,3878,4
143,Bhinmal,GEN,SUKARAM,M,SC,31,Graduate Professional,MEDP,0,671960,0,Yes,Yes,314,14
143,Bhinmal,GEN,UM SINGH,M,GEN,35,8th Pass,INC,1,28649706,3400000,Yes,No,52950,2
143,Bhinmal,GEN,UMMED SINGH,M,GEN,46,Post Graduate,AAP,0,2106919,0,Yes,Yes,423,10
126,Bhopalgarh ,SC,ALLARAM,M,SC,42,10th Pass,IND,0,2473150,0,Yes,No,2338,5
126,Bhopalgarh ,SC,BEERA RAM,M,SC,38,8th Pass,IND,0,1172000,0,No,No,1074,7
126,Bhopalgarh ,SC,JAGA RAM,M,SC,31,Post Graduate,BSP,0,363415,19889,No,No,3899,3
126,Bhopalgarh ,SC,KAMASA,F,SC,44,5th Pass,BJP,0,2014949,0,No,No,88521,1
126,Bhopalgarh ,SC,LEKHRAJ,M,SC,26,10th Pass,JGP,0,926700,443000,Yes,Yes,648,9
126,Bhopalgarh ,SC,OMPRAKASH,M,SC,38,Post Graduate,INC,0,945264,0,Yes,Yes,52711,2
126,Bhopalgarh ,SC,SARWAN RAM,M,SC,34,10th Pass,NPEP,0,1281000,50000,Yes,Yes,996,8
126,Bhopalgarh ,SC,SHANTA KUMARI,F,SC,34,Graduate,IND,0,5948354,2374492,Yes,Yes,1773,6
14,Bikaner East,GEN,BHARAT NANDA,M,GEN,37,Post Graduate,IND,0,2810300,498000,Yes,Yes,160,14
14,Bikaner East,GEN,DEVRAJ BHATI,M,GEN,39,Graduate,IND,0,258663,517000,Yes,Yes,116,16
14,Bikaner East,GEN,GOPAL LAL GAHLOT,M,GEN,49,8th Pass,INC,3,17664870,1385265,Yes,No,46162,2
14,Bikaner East,GEN,HANUT SINGH BHATI (KALYANSAR),M,GEN,54,Illiterate,IND,0,11961300,0,Yes,No,220,12
14,Bikaner East,GEN,KAILASH BAKOLIYA,M,SC,33,8th Pass,IND,0,89180,0,Yes,Yes,143,15
14,Bikaner East,GEN,KRISHAN NARAYAN SHARMA,M,GEN,47,Graduate Professional,NPEP,0,9879545,685000,Yes,Yes,605,6
14,Bikaner East,GEN,MANGAL CHAND PRAJAPAT,M,GEN,30,Literate,IND,0,15000,0,Yes,No,265,11
14,Bikaner East,GEN,MANOJ KUMAR TIWARI,M,GEN,36,8th Pass,SP,0,2569500,700000,No,No,176,13
14,Bikaner East,GEN,MUKHATYAR,M,GEN,40,10th Pass,BSP,0,3525000,600000,No,No,1106,5
14,Bikaner East,GEN,RAM KISHAN GOITAN (SONI),M,GEN,57,Post Graduate,IND,0,675187,150408,No,No,265,10
14,Bikaner East,GEN,SIDDHI KUMARI,F,GEN,40,Post Graduate,BJP,0,40410747,744302,Yes,Yes,77839,1
14,Bikaner East,GEN,SWAROOP,M,GEN,51,10th Pass,IND,0,37234000,0,Yes,Yes,487,8
14,Bikaner East,GEN,VINOD TANWAR,M,GEN,26,Post Graduate,JGP,0,2000,0,No,No,542,7
14,Bikaner East,GEN,YAKUB ALI BHATI,M,GEN,43,8th Pass,IND,0,8637,0,Yes,Yes,350,9
14,Bikaner East,GEN,YASMEEN KOHARI,F,GEN,29,Post Graduate,nuzp,0,1092000,1024785,Yes,Yes,1835,4
13,Bikaner West,GEN,BHARAT NANDA,M,GEN,37,Post Graduate,IND,0,2810300,498000,Yes,Yes,167,14
13,Bikaner West,GEN,BHAWANI SHANKAR UPADHYAY,M,GEN,28,10th Pass,SHS,0,2483500,0,Yes,No,341,8
13,Bikaner West,GEN,DR. BULAKI DAS KALLA,M,GEN,64,Doctorate,INC,0,13953016,3066545,Yes,Yes,58705,2
13,Bikaner West,GEN,GOPAL KRISHNA,M,GEN,77,Doctorate,BJP,0,278807215,0,Yes,No,65129,1
13,Bikaner West,GEN,KEDAR,M,GEN,44,10th Pass,IND,0,0,0,No,No,219,11
13,Bikaner West,GEN,MANJUR ALI,M,GEN,46,8th Pass,LJP,0,487000,0,Yes,Yes,179,13
13,Bikaner West,GEN,MO. SULEMAN,M,GEN,52,Post Graduate,IND,0,865000,0,Yes,Yes,342,7
13,Bikaner West,GEN,MOHAMMAD FARUKH,M,GEN,45,Literate,BSP,0,649000,0,Yes,Yes,890,5
13,Bikaner West,GEN,MUKESH KHANKHARA,M,GEN,26,8th Pass,IND,0,140000,0,No,No,194,12
13,Bikaner West,GEN,NARSINGH,M,SC,42,Literate,IND,0,21982,0,No,No,269,9
13,Bikaner West,GEN,NAVDEEP UPADHAYAY,M,GEN,48,12th Pass,IND,0,277120,0,Yes,Yes,257,10
13,Bikaner West,GEN,RAJ KUMAR GUPTA,M,GEN,36,Graduate,nuzp,3,485000,641424,Yes,No,750,6
13,Bikaner West,GEN,SURENDRA SINGH,M,GEN,26,Literate,IND,0,27616,0,Yes,Yes,1078,4
131,Bilara ,SC,ARJUNLAL,M,SC,53,10th Pass,BJP,0,19486310,368446,No,No,94743,1
131,Bilara ,SC,HEERARAM,M,SC,53,12th Pass,INC,0,10577202,536197,Yes,Yes,58802,2
131,Bilara ,SC,PUKHRAJ,M,SC,49,10th Pass,NPEP,0,1100000,0,Yes,No,1172,5
131,Bilara ,SC,SHYAMLAL,M,SC,36,8th Pass,BSP,0,6550140,1271000,Yes,Yes,2125,4
186,Bundi,GEN,ASHOK DOGRA,M,GEN,60,Others,BJP,0,30688584,688692,Yes,No,91142,1
186,Bundi,GEN,BHARAT KUMAR,M,GEN,39,Graduate,NPEP,0,25569071,3339000,Yes,No,13552,3
186,Bundi,GEN,JAIPRAKASH,M,GEN,34,12th Pass,JD(U),0,360000,0,Yes,Yes,692,9
186,Bundi,GEN,MAMTA SHARMA,F,GEN,58,Graduate,INC,0,154056496,7200000,Yes,Yes,63506,2
186,Bundi,GEN,MOINUDEEN,M,GEN,40,8th Pass,SDPI,0,8457203,440000,Yes,No,3984,5
186,Bundi,GEN,MUKESH,M,GEN,30,8th Pass,BYS,0,480000,35000,Yes,Yes,886,8
186,Bundi,GEN,PREMSHANKAR,M,GEN,33,8th Pass,IND,0,1802217,1070375,Yes,No,2577,6
186,Bundi,GEN,RANJEET,M,GEN,52,Literate,BSP,0,8755000,500000,Yes,No,1964,7
58,Chaksu   ,SC,ASHHOK TANWAR,M,SC,57,Graduate,NPEP,0,53661349,800000,No,No,29417,3
58,Chaksu   ,SC,JAIKISHAN NAROLIA,M,SC,56,8th Pass,IND,0,5952000,0,No,No,2000,6
58,Chaksu   ,SC,LADURAM RAIGAR,M,SC,60,Graduate,BSP,0,15200761,0,No,No,1591,7
58,Chaksu   ,SC,LAXMINARAIN BAIRWA,M,SC,65,Graduate Professional,BJP,0,56393853,4403000,Yes,Yes,53977,1
58,Chaksu   ,SC,MADAN LAL RAJVANSI,M,SC,62,5th Pass,IPGP,0,77000,0,Yes,Yes,1302,8
58,Chaksu   ,SC,PRAKASH CHAND BAIRWA,M,SC,61,12th Pass,INC,0,10824594,520000,Yes,Yes,41619,2
58,Chaksu   ,SC,RAMESH CHAND MAHAWER,M,SC,41,Graduate Professional,JGP,0,14189100,0,Yes,No,434,10
58,Chaksu   ,SC,SHRINARAIN GOTHAWAL,M,SC,64,10th Pass,IND,0,3100000,0,No,No,2524,5
58,Chaksu   ,SC,SHYOJIRAM BARETH,M,SC,58,Literate,BYS,0,356000,0,Yes,No,872,9
196,Chhabra,GEN,BHANWAR SINGH,M,GEN,43,5th Pass,BSP,0,1176000,0,No,No,2467,6
196,Chhabra,GEN,BHARAT LAL,M,GEN,29,Post Graduate,BYS,0,270000,0,No,No,1225,9
196,Chhabra,GEN,LALSINGH MARAN,M,ST,35,Post Graduate,IND,1,1970000,0,Yes,Yes,1509,8
196,Chhabra,GEN,LOKESH KUMAR,M,GEN,27,10th Pass,AAP,0,20200,0,No,No,5168,4
196,Chhabra,GEN,MANSINGH DHANORIYA,M,GEN,62,8th Pass,NPEP,0,9161679,2715000,Yes,No,26808,2
196,Chhabra,GEN,PRAKASHCHAND NAGAR,M,GEN,64,8th Pass,INC,0,39078793,2906595,No,No,25350,3
196,Chhabra,GEN,PRATAP SINGH,M,GEN,56,8th Pass,BJP,0,59143133,2653056,Yes,Yes,88193,1
196,Chhabra,GEN,RADHESHYAM MEENA,M,ST,53,8th Pass,IND,0,2510000,250000,Yes,Yes,1812,7
169,Chittorgarh,GEN,ADVOCATE CHANDMAL GARG,M,GEN,62,Post Graduate,CPM,1,3085000,0,No,No,1381,6
169,Chittorgarh,GEN,ALAUDIN,M,GEN,42,Literate,BSP,1,93475,0,No,No,1809,5
169,Chittorgarh,GEN,CHANDRABHAN SINGH (AKYA),M,GEN,37,Graduate,BJP,3,80858833,17810610,Yes,Yes,85391,1
169,Chittorgarh,GEN,DEVKISHAN SHARMA,M,GEN,63,Graduate,IND,0,3700091,270000,Yes,No,371,12
169,Chittorgarh,GEN,DR.R.S. GATHALA,M,GEN,65,Graduate,NPEP,0,118514,0,No,No,2113,4
169,Chittorgarh,GEN,HEMANT SHARMA,M,GEN,27,10th Pass,SP,0,641000,0,Yes,Yes,341,13
169,Chittorgarh,GEN,JOGENDRA SINGH,M,GEN,61,5th Pass,IND,0,180500,162240,Yes,Yes,576,10
169,Chittorgarh,GEN,PRABHU LAL GURJAR,M,GEN,33,Doctorate,BYS,0,23200000,0,Yes,Yes,480,11
169,Chittorgarh,GEN,RAJKUMAR JAT,M,GEN,30,Graduate,IND,0,891000,0,Yes,Yes,663,9
169,Chittorgarh,GEN,RAMCHANDRA SHARMA,M,GEN,76,5th Pass,CPI,0,4530000,0,Yes,Yes,1227,8
